book_title,book_author,log_value,library
Viva Frida,Yuyi Morales,1,Hill District
War Horse,Michael Morpurgo,1,Allegheny
Rony Friends are Forever,,1,Brookline
The Very Hungry Caterpillar ,Eric Carle,1,Main (Oakland)
exorsista 2,,1,Downtown & Business
Not a Box,Antoinette Portis,1,Main (Oakland)
When Spring Comes,Kevin Henkes,1,Squirrel Hill
The Last Heiress,"Ellis, Mary",1,West End
Toys in Space,Mini Grey,1,Sheraden
Library Mouse,Daniel Kirk,1,Main (Oakland)
Lullaby & Sweet Kisses,Lee Bennett Hopkins,1,Main (Oakland)
No Title Logged,,4,Woods Run
No Title Logged,,1,Main (Oakland)
Maddy Kettle:  The Adventure of the Thimble Witch,Eric Orchard,1,Main (Oakland)
The End,Lemony Snicket,1,Main (Oakland)
Ratty & Mole,,1,South Side
Free Verse,Sarah Dooley,1,East Liberty
all better,kane miller,1,Brookline
No Title Logged,,1,Woods Run
Goodnight Moon,Margaret Wise Brown,1,West End
"us weekly june 6, 2016",,1,Sheraden
Mr. Chatterbox,Roger Hargreaves,1,Squirrel Hill
Diary of a Wimpy Kid: The Long Haul ,Jeff Kinney ,1,Squirrel Hill
This is the Sun,Kathryn Knight,1,West End
Every Last Word,Tamara Ireland Stone,1,Main (Oakland)
purpalicious,,3,Squirrel Hill
Fledgling : a novel,"Butler, Octavia E.",1,
High five April 2016,,1,Beechview
Disney Princess Winter Fun for Everyone,,1,
skylanders universe chronicles,,1,Lawrenceville
Hulk vs. Wolverine,Clarissa S. Wong,1,East Liberty
Jump!,Floyd Cooper,1,Hill District
No Title Logged,,15,Squirrel Hill
The Book With No Pictures,B.J. Novak,1,East Liberty
Magic Tree House: Pirates Past Noon ,Mary Pope Osborne,1,Main (Oakland)
No Title Logged,,1,Squirrel Hill
Harry Potter and the Order of the Phoenix,J.K. Rowling,1,Carrick
Magic Burns,Ilona Andrews,1,Downtown & Business
きょうりゅうえらいぞ,,1,Squirrel Hill
Sofia the First : First Holiday in Enchancia,,1,Main (Oakland)
13 Gifts,Wendy Mass,2,Brookline
The Program,Suzanne Young,1,Lawrenceville
How to Paint a Portrait of a Bird,Mordecai Gerstein,2,Main (Oakland)
Batman: Origin Story,,1,West End
No Title Logged,,9,Squirrel Hill
"Women, Food and God",Geneen Roth,1,Woods Run
Rainbow Magic: Lily the Rainforest Fairy,,1,
Pittsburgh Post Gazette,,1,Main (Oakland)
Chicka chicka boom boom,Bill Martin,1,East Liberty
Bad Feminist,Roxanne Gay,1,Brookline
Where teh wild things are,,1,East Liberty
Twenty Yawns,Jane Smiley,1,Brookline
No Title Logged,,25,Mt. Washington
I Love You Through and Through,Bernadette Rosetti-Shustak,3,East Liberty
What the Dinosaurs Did Last Night,Susan  Tuma,1,
Potty Animals,Hope Vestergaard,3,Main (Oakland)
Fifty Places to Hike Before You Die,Chris Santella,1,Main (Oakland)
Tokyo Ghoul ,Sui Ishida,1,West End
Land Shark,Beth Ferry,1,South Side
lego city firefighter rescue,,1,Carrick
No Title Logged,,3,Squirrel Hill
Everything Everything,Nicola Yoon,1,Squirrel Hill
We Are the Ants,Shaun David Hutchinson,1,Main (Oakland)
If You Give a Cat a Cupcake,Laura Numeroff,2,West End
"Born to Run: a hidden tribe, super althetes, and greatest race in the world",Christopher McDougall,1,Main (Oakland)
Lazaretto,Diane McKinney-Whetstone,1,Squirrel Hill
Find Her,Lisa Garner,1,Carrick
No Title Logged,,1,Main (Oakland)
Let's Make Rabbits,Leo Lionni,1,Squirrel Hill
Devoted in Death,J.D. Robb,1,Woods Run
Alpha Bravo Charlie,Chris Demarest,2,Squirrel Hill
The Great Gatsby,F. Scott Fitzgerald,1,Main (Oakland)
Hope: A Memoir of Survival in Cleveland,Amanda Berry and Gina Dejesus with Mary Jordan and Kevin Sullivan,1,Main (Oakland)
Dr. Seuss-Horray for Diffendoofer Day,Jack Prelutsky & Lane Smith,1,Squirrel Hill
olivia plants a garden,,1,South Side
The Duckling Gets a Cookie,Mo Willems,1,Main (Oakland)
Who was Clara Barton?,Stephanie Spinner,1,South Side
The Monkey and the Crocodile,,1,South Side
Dinosaur vs. the Potty,Bob Shea,2,Brookline
No Title Logged,,5,Woods Run
A duke but no gentleman,Alexandra hawkins,1,Allegheny
No Title Logged,,9,Allegheny
The Night of the Moon  ,Hena Khan,1,Brookline
Time to Sleep,Denise Fleming,1,Main (Oakland)
Princess Longnose,,1,Squirrel Hill
Green Eggs and Ham,Dr. Seuss,1,Squirrel Hill
No Title Logged,,15,Mt. Washington
stars of fortune,nora roberts,1,Beechview
I am a tyrannosaurus ,,1,Squirrel Hill
The Talking T. Rex,Ron Roy,1,Allegheny
Little Kippers Sandcastle,Mick Inkpen,1,Main (Oakland)
Girls Vol. 3,The Luna Brothers,1,Beechview
Morris Goes To School,B. Wiseman\,1,Main (Oakland)
Galaxy Zack ,"O'Ryan, Ray",1,Main (Oakland)
See pip point,David milgrim,1,Lawrenceville
Harriet Tubman and the Underground Railroad,David Adler,1,Hill District
No Title Logged,,10,Woods Run
Ferret fun ,Karen Rostoker-Gruber,1,Main (Oakland)
Yuck! Stuck in the Muck,Corinne Demas,1,East Liberty
The Magic Stick,,1,Main (Oakland)
Emma ,Kaoru Mori,1,Main (Oakland)
Beast Quest Spiros the ghost Phoenix,,1,Squirrel Hill
Belgravia,,1,Carrick
Book 7,,1,Hazelwood
The Time Machine,H.G. Wells,1,Main (Oakland)
Mr. Terupt Falls Again,Rob Buyea,1,Main (Oakland)
Mary Anne Saves the Day,Raina Telgemeier,1,Main (Oakland)
The Weekenders,Mary Kay Andrews,2,Beechview
No Title Logged,,3,Main (Oakland)
"Destination, Mars","Simon, Seymour",1,Main (Oakland)
No Title Logged,,1,Homewood
The Hope Chest,,1,Carrick
Pinkalicious and the sick day,Victoria Kann,1,East Liberty
What Mommies do best,,1,Squirrel Hill
Say Hello Like This,Mary Murphy,1,Main (Oakland)
My first Shabbat Board Book,DK Publishing,1,Squirrel Hill
No Title Logged,,5,East Liberty
Number One Sam,,1,Hazelwood
Imagine Me Gone,Adam Haslett,1,Main (Oakland)
The Pigeon Wants a Puppy!,Mo Willems,1,Squirrel Hill
How the Grinch Stole Christmas,Dr. Seuss,1,West End
How Groundhog's Garden Grew,Lynne Cherry,1,Carrick
Tricky,Janet Evanovich,1,Main (Oakland)
Temple Secrets,Susan Gabriel,1,Sheraden
Counting Cockatoos,"Stella Blackstone, Stephanie Bauer",1,Carrick
where there is love,,1,Carrick
Goodnight Moon  1 2 3,Margaret Wise Brown,1,West End
Mr. Brown Can Moo! Can You?,Dr. Seuss,1,Hazelwood
outside dog,,1,Hazelwood
Dream Snow,Eric Carle,1,Squirrel Hill
curious george hide and seek,-,1,Brookline
We Are in a Book!,Mo Willems,1,Squirrel Hill
Going To Town,Laura Ingalls Wilder,1,Brookline
Shadowshaper,Daniel José Older,1,Main (Oakland)
Dancing in the wings,Debbie Allen,1,East Liberty
Mermaid Tales,,1,Hill District
Fairest Wide Awake,Bill Willingham & Phil Jimenez,1,Squirrel Hill
the seance,John Harwood,1,Main (Oakland)
Where the Wild Things Are,Maurice Sendak,1,East Liberty
Mixed Me!,,1,East Liberty
Daniel goes to school,"Friedman, Becky,",1,Main (Oakland)
No Title Logged,,1,East Liberty
A Storm of Swords (A Song of Ice and Fire Book 3),George R.R. Martin,1,East Liberty
No Title Logged,,2,Main (Oakland)
Bump!,Bobby Lynn Maslen,1,Main (Oakland)
	 The Travelers	,Chris Pavone,1,Allegheny
Pete the Cat I love my white shoes,,1,South Side
Macaroni Boy,,1,Beechview
love triangle,,1,Brookline
No Title Logged,,1,Squirrel Hill
Five Little Monkeys Jumping on the Bed,Eileen Christelow,1,Brookline
The king the mice and the cheese,,1,Squirrel Hill
People,Peter Spier,1,Squirrel Hill
We Are in a Book!,Mo Willems,1,Hill District
No Title Logged,,5,Woods Run
if you take a mouse to the movies,,1,Beechview
Communication,Aliki,1,Squirrel Hill
Ice Cream Summer,Peter Sis,1,Hill District
Grand Avenue,Joy Fielding,1,Beechview
No Title Logged,,10,Squirrel Hill
Creepy Carrots,Aaron Reynolds,1,South Side
a pet for fly guy,,1,South Side
"Everything, Everything",Nicola Yoon,1,Lawrenceville
Tommy Meets a Dinosaur,Learning Page,1,Main (Oakland)
Is Your Mama a Llama?,Deborah Guarino,1,Squirrel Hill
Pretty Salma: A Little Red Riding Hood Story from Africa,Niki Daly,1,East Liberty
Stuck in the mud,,6,Squirrel Hill
The four story mistake,Elizabeth Enright,1,Brookline
Sofia the first,,1,Knoxville
Guinnes world records daring dogs,carl meister,1,Hazelwood
Echo,Pam Muñoz Ryan,1,Woods Run
The Little Red Hen,Jerry Pinkney,1,Homewood
The Revolving Door of Life,Alexander McCall Smith,1,Main (Oakland)
No Title Logged,,1,Main (Oakland)
Little Miss Curious,Roger Hargreaves,1,Squirrel Hill
The Walking Dead Volume 2,,1,Woods Run
Listen to the Lambs,Black,1,Woods Run
I love my dinosaur,,1,Main (Oakland)
"Watch out, A giant",,1,Brookline
The Complete Persepolis,Marjane Satrapi,1,West End
"Moo, Baa, La La La!",Sandra Boynton,1,Brookline
Dusklands,"Coetzee, J.M.",1,Main (Oakland)
Mousetronaut goes to Mars ,Mark Kelly,1,Main (Oakland)
No Title Logged,,1,East Liberty
A Buccaneer at Heart,,1,Brookline
Scattered,Gabor Mate,1,Squirrel Hill
trouble in paradise,Robert B Parker,1,Beechview
Goofballs:and the Mysterious Talent Show Mystery,Tony Abott,1,Lawrenceville
go go grapes,,1,East Liberty
The Age of Innocence,Edith Wharton ,1,Main (Oakland)
Dirt on my Shirt,Jeff Foxworthy,1,Main (Oakland)
flight volume 2,,1,East Liberty
No Title Logged,,1,Main (Oakland)
Babymouse: Our Hero,Jennifer L Holm,1,Hazelwood
"Rain, Rain, Go away",Mellissa Everett,1,Allegheny
smile,raina telgemeier,3,South Side
The Magicians,Lev Grossman,1,Woods Run
The Crossing,Cormac McCarthy,1,East Liberty
Dangerous Path,Erin Hunter,1,Main (Oakland)
Guinness World Records 2013,? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? # I don`t know,1,Lawrenceville
Diary of wimpy kid,,1,Allegheny
If You Give a Pig a Party,Laura Numeroff,1,Lawrenceville
Vixen,Ken Bruen,1,Main (Oakland)
A HEARTBEAT AWAY,,1,Sheraden
the red hen,,1,East Liberty
Juna's Jar,Jane Bahk,1,Main (Oakland)
Bunny Money,Rosemary Wells,1,Main (Oakland)
Fashon Hacks,Caroline Jones,1,Downtown & Business
Waiting for the Barbarians,J.M. Coetzee,1,Main (Oakland)
No Title Logged,,3,Allegheny
Titanic,Mark Duhowski,1,Knoxville
Consumer Reports,,1,Carrick
No Title Logged,,1,Main (Oakland)
No Title Logged,,25,Mt. Washington
The Fall,Chuck Hogan,1,
Divergent,Veronica Roth,2,Hazelwood
Magic Tree House: A Perfect Time for Pandas,Mary Pope Osborne,1,Main (Oakland)
Big Al,,1,Squirrel Hill
Stella by Starlight,Sharon M. Draper,1,Main (Oakland)
Early Bird,,1,East Liberty
LaRose,Hannah Eldrich,1,Main (Oakland)
Cream puff murder,Joanne Fluke,1,Allegheny
ill always come back,,1,Allegheny
Dead Wake,Erik Larson,1,East Liberty
No Title Logged,,20,Mt. Washington
Dove Exiled,Karen Boa,1,Main (Oakland)
I Loved a Rogue,Katharine Ashe,1,Brookline
My World,Margaret Wise Brown,2,East Liberty
Fates and Furies,Lauren Groff,1,Main (Oakland)
Renew and Sustain,Michael Deitrich,1,Beechview
"The hidden Oracle. (The trials of Apollo, book 1.)",rick Riordan,1,Woods Run
Prehistoric Pinkerton ,Kellogg ,1,South Side
The Glass Sword,Victoria Aveyard,1,Allegheny
toes ears nose,,1,Hill District
Lunch Lady And the Field Trip Fiasco,Jarrett J.  Krosoczka,1,Lawrenceville
Night of the Living Worms,,1,Carrick
Sheep In A Shop,Nancy Shaw,5,Main (Oakland)
clifford's family,,1,Carrick
"The hidden Oracle. (The trials of Apollo, book 1.)",rick Riordan,1,Squirrel Hill
Little Owl's 1-2-3,Divya Srinivasan,5,Main (Oakland)
Batman: Origin Story,,1,West End
Sorry ,Norbert Landa and Tim Warnes,1,Main (Oakland)
Franklin rides a bike,,1,East Liberty
The Very Hungry Caterpillar,Eric Carle,1,Allegheny
Emmanuel's Dream,Laurie Ann Thompson,1,Main (Oakland)
Blood Flag,Steve Martini,1,South Side
bear loves letters,,1,Woods Run
Little Blue Truck,Alice Schertle,1,Squirrel Hill
Go go grapes,April pulley Sayre ,1,Main (Oakland)
Geronimo Stilton and the Kingdom of Fantasy: The Hour of Magic,Geronimo Stilton,1,Main (Oakland)
I'm the Best Artist in the Ocean,Kevin Sherry,1,Hill District
No Title Logged,,5,Squirrel Hill
Fly guy meets fly girl,,1,Lawrenceville
Blood Orange,Susan Albert,1,Carrick
Pinkalicious and the Perfectly Pink Present ,Victoria Kann,1,Brookline
Something Beautiful,Sharon Dennis Wyeth,1,South Side
Dora's Potty Book,,1,South Side
AJ Lee's Twin,,1,Brookline
Are you my mother,,1,East Liberty
No Title Logged,,5,Main (Oakland)
No Title Logged,,7,Beechview
Junie B. Jones,"Park, Barbara",1,Brookline
Books of a Feather,Kate Carlisle,1,Main (Oakland)
Somebody Stop Ivy Pocket,Caleb Krisp,1,Main (Oakland)
Jake and The Neverland Pirates: The Croc Takes The Cake,Melinda LaRose,1,Main (Oakland)
Dog and cat,Lynn Reiser,1,Squirrel Hill
"Magic Tree House: Hurry Up, Houdini!",Mary Pope Osborne,1,Main (Oakland)
The Rest of Us Just Live Here,Patrick Ness,1,East Liberty
Friends and Flowers,Jessica Gunderson,1,Downtown & Business
"One fish, two fish, red fish, blue fish",Dr. Seuss,1,Carrick
The Watermelon Seed,Greg Pizzoli,1,Carrick
Judy Moody,Megan MacDonald,1,Sheraden
No Title Logged,,8,Squirrel Hill
Spies of the Balkans,Alan Furst,1,Carrick
Big Little Lies,Liane Moriarty,1,Mt. Washington
A Girls Guide to Moving On,Debbie Macomber,1,Homewood
haunted castle on hallows eve,Mary Pope Osborne,1,Woods Run
The Mysterious Benedict Society and the Perilous Journey,Trenton Lee Stewart,1,Squirrel Hill
Horton Hears a Who,Dr. Seuss,1,Allegheny
We Are in a Book!,Mo Willems,1,Brookline
No Title Logged,,23,Allegheny
No Title Logged,,8,Main (Oakland)
About Insects,Cathryn Sill,4,Squirrel Hill
No Title Logged,,2,Squirrel Hill
Voyager,Diana Gabaldon,1,Main (Oakland)
Unlucky 13,James Patterson,1,Carrick
The Pout-Pout Fish,Deborah Diesen,1,Carrick
Goofballs The Mysterious Talent Show Mystery,Tony Abbott,1,Lawrenceville
Dork Diaries: Tales From a Not-So-Happy Heartbreaker,Rachel Renée Russell ; with Nikki Russell and Erin Russell,1,Squirrel Hill
Black Panther: the Man without Fear itself,Marvel,1,Knoxville
Night Film,Marisha Pessl,1,Squirrel Hill
The Giver,Lois Lowry,1,Homewood
Stranger,,1,Brookline
First 100 Words,Roger Priddy,1,Brookline
No Title Logged,,1,Squirrel Hill
Horton Hears a Who,Dr. Seuss,1,Squirrel Hill
Ruby and Sapphire,Hidenori Kusaka,1,Main (Oakland)
No Title Logged,,1,East Liberty
Mo Willems Presents That is Not a Good Idea!,Mo Willems,1,Hazelwood
monster truck monster truck,,1,East Liberty
How Do Dinosaurs Say Goodnight,Jane Yolen,1,Beechview
dr seuss the great doodler,,1,Beechview
Bears In The Night,,1,Lawrenceville
No Title Logged,,1,Mt. Washington
caps for sale,,1,Squirrel Hill
No Title Logged,,5,Mt. Washington
Soul Eater,Atsushi Ohkubo,1,East Liberty
Japanese Ink Painting: The Art of Sumi-e,"Okamoto, Naomi",1,Main (Oakland)
I Totally Funniest,James Patterson,1,Allegheny
go go grapes,,1,East Liberty
Flora & Ulysses: The Illuminated Adventures ,Kate DiCamillo,1,Beechview
I Am Invited to a Party! ,Mo Willems,1,Beechview
Believe in me,,1,Brookline
good night little bear,,1,Carrick
farmers present,,1,Hazelwood
baby mouse heartbreaker,"Holm, Jennifer L.",1,Main (Oakland)
Elizabeth the forgotten years,,1,Carrick
Saga #2,Brian K. Vaughan,1,Allegheny
No Title Logged,,17,Allegheny
Operating Instructions,Anne Lamott,1,Squirrel Hill
No Title Logged,,25,Mt. Washington
The Berenstain Bears Take Off,Mike Berenstain,1,East Liberty
Animal 123,Britta Teckentrup,5,Hazelwood
No Title Logged,,1,Main (Oakland)
No Title Logged,,3,Squirrel Hill
Pinkalcious and the Pink Parakeet,Victoria Kann,2,South Side
Bear's New Friend ,Karma Wilson,1,Main (Oakland)
The World's Strongest Librarian: A Book Lover's Adventures,"Hanagarne, Josh",1,Main (Oakland)
Hop on Pop,Dr. Seuss,1,Knoxville
The Road to Character,David Brooks,1,Main (Oakland)
Amazing Bats,Seymour Simon,1,Main (Oakland)
Make Way for Ducklings,Robert McCloskey,2,Squirrel Hill
"zoom, zoom, baby!",?,1,Brookline
Holly and hal moose,,1,Knoxville
Pig in a Rig,,1,Knoxville
Teacup to the Rescue!,Andrea Posner-Sanchez,1,Squirrel Hill
	 'Til Death Do Us Part	,Amanda Quick,1,Brookline
Frog and Toad Are Friends,Arnold Lobel,1,Brookline
blanche hates the night,,1,Main (Oakland)
No Title Logged,,7,Mt. Washington
No Title Logged,,1,Allegheny
"One fish, two fish, red fish, blue fish",Dr. Seuss,1,Squirrel Hill
the horse and his boy,c s lewis,1,Downtown & Business
Batman Knightfall vol. 1,Various,1,
Little Owl's Night,Divya Srinivasan,1,Squirrel Hill
"Into the wild: Warriors Series, Book 1",erin hunter,1,Squirrel Hill
mommies are for counting stars,,1,Carrick
Squish: The Power of the Parasite,Jennifer L. Holm,1,South Side
Cage of Stars,Jaquelyn Mitchard,1,Allegheny
a fairytale adventure,,1,Sheraden
The Berenstain Bears and the Wild Wild Honey,Stan and Jan Berenstain,1,Squirrel Hill
No Title Logged,,1,Woods Run
You can do it,Betsy Lewin,1,Allegheny
The Berenstain Bears' Moving Day,Stan Berenstain,1,Squirrel Hill
A Pet for Fly Guy (series),Tedd Arnold,1,Lawrenceville
Fear the Dark,Kay Hooper,1,East Liberty
Star Wars: Incredible Cross Sections,David West Reynolds,1,Beechview
"The Wicked + The Divine. Vol. 3, Commercial Suicide",Kieron Gillen,1,
Flora and Ulysses : the illuminated adventures,Kate DiCamillo,1,Main (Oakland)
No Title Logged,,1,Squirrel Hill
Lucky stars,Phoebe bright,1,Lawrenceville
Henny Penny,Paul Galdone,1,Brookline
Hold the Dream,Barbara Taylor Bradford,1,South Side
lunch lady and mutant,,1,Main (Oakland)
The big short,Michael Lewis,1,Beechview
Love You Forever,Robert Munsch,1,Brookline
Kite Day: A Bear and Mole Story ,will hillenbrand,3,Beechview
Ultimate cheapskate's road map to true riches,Jeff yeager,1,Main (Oakland)
Liberty Porter First daughter,Julia Devillers,1,Allegheny
A Princess Can,Apple Jordan ,1,South Side
Let's Go Fishing!,Erica Silverman,1,East Liberty
Peek-a-Moo!,Marie Torres Cimarusti,1,Beechview
"Snarf Attack, Underfoodle, and the Secret of Life",Mary Amato,1,Squirrel Hill
Runaways volume 2,Brian k Vaughan ,1,Squirrel Hill
Amelia Bedelia,peggy Parish,1,Hazelwood
Biscuit feeds the Pets,Alyssa Satin Capucilli,1,Main (Oakland)
We Are Water,Wally Lamb,1,Carrick
keesha ford and the mixup,,1,Allegheny
Twenty Big Trucks in the Middle of the Street,Mark Lee,1,Hazelwood
Howl's Moving Castle,Diana Wynne  Jones,1,Sheraden
If You Give a Pig a Pancake,Laura Numeroff,1,Brookline
the Raindow comes and goes,Anderson cooper,1,Woods Run
No Title Logged,tiki and ronde barber,1,Homewood
We're Going On A Bear Hunt,Michael Rosen,1,Squirrel Hill
The,,1,Carrick
Library of Souls,Ransom Riggs,1,Homewood
Super happy magic forest,,1,Main (Oakland)
The Going to Bed Book,Sandra Boynton,2,Main (Oakland)
Sunny's Nights,Tim Sultan,1,Homewood
Calvin and Hobbes,,1,South Side
Jonesy #2,,1,East Liberty
"The Dragonet Prophecy: Wings of Fire Series, Book 1",Tui T. Sutherland,1,Main (Oakland)
Jedi Academy,Jeffrey  Brown,1,South Side
Go Set The Watchman,Harper Lee,1,Main (Oakland)
Kenobi,John Jackson Miller,1,Lawrenceville
Twenty and ten,Clair Hutchet Bishop,1,Squirrel Hill
Moving House,Ann Civardi,1,Main (Oakland)
Liam Takes Manhattan ,Thea Harrison ,1,Main (Oakland)
Geronimo Stilton the first samurai,geronimo stilton,1,Lawrenceville
No Title Logged,,5,Beechview
The Bus For Us,Suzanne Bloom,1,Homewood
No Title Logged,,1,Lawrenceville
No Title Logged,,5,Woods Run
Monster Fighters Watch Out Monsters About,,2,West End
-,-,1,Brookline
Angelina's big city ballet,,1,
Giraffes Can't Dance,Giles Andreae,1,Brookline
Mr.Klutz is Nutz,Dan Gutman,1,Squirrel Hill
Finch,Jeff VanderMeer,1,Brookline
Creepella von Cacklefur: A Suitcase Full of Ghosts,Geronimo Stilton,1,East Liberty
No Title Logged,,1,
A Hundred Flowers,Gail Tsukiyama,1,West End
Bow- wow,Bobby Lynn Maslen,1,East Liberty
